1536048748030,Bing,page_view, ,Visitor-643154,Page-5,Scotch,Super 33+ Vinyl Electric Tape
1536048813790,Facebook,page_view, ,Visitor-10645,Page-5,Farmland,Lower Sodium Bacon
1536048892990,Yahoo,page_view, ,Visitor-659545,Page-12,Comet,Comet With Bleach
1536048905950,Direct,page_view, ,Visitor-368533,Page-4,American Crew,Fiber
1536048964510,Facebook,page_view, ,Visitor-27806,Page-0,David's Tea,Chocolate Rocket Mate Tea
1536049024030,Twitter,add_to_cart, ,Visitor-310491,Page-8,Natural Grooming by Herban Cowboy,Dusk Deodorant
1536049073950,Bing,add_to_cart, ,Visitor-356269,Page-7,Honeywell,Power Air Circulator
1536049103710,Facebook,page_view, ,Visitor-143552,Page-3,Scotch,Super 33+ Vinyl Electric Tape
1536049175230,Google,page_view, ,Visitor-823870,Page-1,Sanyo,Eneloop 4 AA Batteries and Charger
1536049236190,Other,page_view, ,Visitor-458798,Page-0,Pond's,Dry Skin Cream
1536049289470,Facebook,page_view, ,Visitor-318819,Page-10,Tropicana,Orange Juice with Calcium & Vitamin D
1536049376830,Bing,page_view, ,Visitor-577178,Page-2,Kettle,Classic Barbeque Krinkle Cut Potato Chips
1536049386910,Bing,add_to_cart, ,Visitor-189206,Page-1,Simply Organic,Italian Seasoning
1536049459390,Facebook,page_view, ,Visitor-986533,Page-13,Glad,Odor Shield Tall Kitchen Drawstring Bags
1536049544350,Other,add_to_cart, ,Visitor-712740,Page-14,Gillette,Sensor 3
1536049553950,Facebook,add_to_cart, ,Visitor-802199,Page-14,Reynolds,Slow Cooker Liners
1536049649950,Google,add_to_cart, ,Visitor-734719,Page-0,Grandma's Seasonings,Chili Powder
1536049685470,Other,add_to_cart, ,Visitor-904959,Page-2,S&W Premium,Black Beans (tin)
1536049692190,Other,page_view, ,Visitor-864813,Page-7,Duette,Toilet Bowl Cleaner
1536049737790,Direct,page_view, ,Visitor-340467,Page-3,Menscience,Advanced Deodorant
1536049812190,Facebook,page_view, ,Visitor-129617,Page-10,Clorox,Disinfecting Wipes
1536049842430,Google,page_view, ,Visitor-798568,Page-12,Mr. Clean,Magic Eraser
1536049847710,Bing,page_view, ,Visitor-938588,Page-4,Green Giant,Cut Green Beans
1536049853950,Direct,page_view, ,Visitor-849205,Page-11,Lysol,Bathroom Cleaner with Hydrogen Peroxide
1536049855870,Bing,page_view, ,Visitor-351194,Page-14,Honeywell,Power Air Circulator
1536049876990,Google,page_view, ,Visitor-406578,Page-4,Annie's,Shells & Real Aged Cheddar Macaroni & Cheese
1536049945150,Bing,add_to_cart, ,Visitor-436322,Page-12,Avery,Permanent Reinforcement Labels
1536049982110,Yahoo,add_to_cart, ,Visitor-471343,Page-13,Blizzard,Starcraft II: Wings of Liberty
1536050072350,Bing,page_view, ,Visitor-521955,Page-14,Glad,Odor Shield Tall Kitchen Drawstring Bags
1536050111230,Twitter,add_to_cart, ,Visitor-323419,Page-4,Dave's Gourmet,Red Heirloom Organic Pasta Sauce
1536050158270,Other,page_view, ,Visitor-454288,Page-7,Banana Boat,Sport Performance- UVA/UVB protection SPF 30
1536050244190,Bing,page_view, ,Visitor-25147,Page-4,Kroger,Granulated Sugar
1536050338270,Other,add_to_cart, ,Visitor-738161,Page-0,Duette,Toilet Bowl Cleaner
1536050423230,Facebook,add_to_cart, ,Visitor-537676,Page-2,CeraVe,Facial Moisturizing Lotion
1536050507710,Twitter,add_to_cart, ,Visitor-785166,Page-11,Scrabble,Crossword Game
1536050557630,Facebook,page_view, ,Visitor-326207,Page-14,Kroger,2% Milk
1536050623390,Other,page_view, ,Visitor-42240,Page-11,e.l.f.,Jumbo Eyeshadow Stick-Turkish Coffee
1536050654110,Bing,page_view, ,Visitor-225110,Page-1,Clean & Clear,Acne Cleanser
1536050730430,Bing,page_view, ,Visitor-220573,Page-0,CVS,2-Ply Tissues
1536050800510,Twitter,add_to_cart, ,Visitor-448360,Page-8,e.l.f.,Jumbo Eyeshadow Stick-Turkish Coffee
1536050811070,Google,add_to_cart, ,Visitor-105544,Page-8,Green Giant,Cut Green Beans
1536050840350,Google,page_view, ,Visitor-523318,Page-11,Lipton,Pure Green Tea
1536050880190,Bing,add_to_cart, ,Visitor-231963,Page-0,Scotch,Super 33+ Vinyl Electric Tape
1536050895070,Direct,page_view, ,Visitor-580593,Page-10,Clorox,Disinfecting Wipes
1536050901790,Yahoo,add_to_cart, ,Visitor-653114,Page-2,Energizer,392 Watch Battery
1536050993950,Yahoo,page_view, ,Visitor-347729,Page-8,Honeywell,Power Air Circulator
1536051055870,Direct,page_view, ,Visitor-733310,Page-13,Motorola,SURFboard eXtreme Cable Modem (Model SB6121)
1536051081310,Facebook,add_to_cart, ,Visitor-487771,Page-6,aussie,Instant Freeze Gel
1536051128830,Bing,add_to_cart, ,Visitor-269762,Page-2,Crest,Pro-Health Clean Mint Toothpaste
1536051218590,Google,add_to_cart, ,Visitor-327096,Page-14,e.l.f.,Jumbo Eyeshadow Stick-Turkish Coffee
1536051279550,Direct,page_view, ,Visitor-615126,Page-7,SteamFast,Travel Steam Iron
1536051288190,Direct,page_view, ,Visitor-899125,Page-13,Andersen's,Creamy Soup Split Pea
1536051341470,Twitter,add_to_cart, ,Visitor-95622,Page-13,American Crew,Fiber
1536051385150,Yahoo,add_to_cart, ,Visitor-316131,Page-14,Grandma's Seasonings,Chili Powder
1536051400030,Twitter,page_view, ,Visitor-191437,Page-11,Ziploc,Double Zipper Gallon Bags
1536051465790,Google,page_view, ,Visitor-441556,Page-3,Crest,Pro-Health Fluoride Rinse
1536051496510,Direct,page_view, ,Visitor-629348,Page-5,Avery,White Easy Peel Return Address Labels
1536051550270,Twitter,page_view, ,Visitor-994936,Page-13,Duracell,9V Procell Batteries
1536051636190,Yahoo,page_view, ,Visitor-808745,Page-11,Westvleteren,Westvleteren XII
1536051722110,Yahoo,add_to_cart, ,Visitor-862427,Page-1,McCormick,Italian Seasoning
1536051775870,Other,add_to_cart, ,Visitor-377462,Page-1,Kroger,Dry Roasted Unsalted Peanuts
1536051790270,Bing,add_to_cart, ,Visitor-393604,Page-10,Natural Grooming by Herban Cowboy,Dusk Deodorant
1536051833470,Direct,page_view, ,Visitor-139976,Page-10,Disney,Tangled (DVD)
1536051867070,Bing,page_view, ,Visitor-979827,Page-3,The Learning Company,Where in the U.S.A. is Carmen Sandiego
1536051901150,Google,page_view, ,Visitor-325904,Page-11,Redbreast,Single Pot Still Irish Whiskey 15 Years
1536051903550,Other,add_to_cart, ,Visitor-723774,Page-4,Crisco,Pure Vegetable Oil
1536051969310,Yahoo,add_to_cart, ,Visitor-870433,Page-11,Dixie,Paper Plates
1536052033150,Other,add_to_cart, ,Visitor-672017,Page-13,Avery,White Reinforcement Labels
1536052095550,Bing,add_to_cart, ,Visitor-505535,Page-9,Sol Republic,JAX Headphones
1536052128190,Yahoo,add_to_cart, ,Visitor-490122,Page-7,Elmer's,Disappearing Purple School Glue Sticks
1536052220830,Twitter,page_view, ,Visitor-884936,Page-2,Dust Destroyer,Compressed-Gas Duster
1536052291390,Bing,page_view, ,Visitor-533302,Page-13,S&W Premium,Black Beans (tin)
1536052325470,Google,add_to_cart, ,Visitor-760778,Page-9,Mr. Clean,Magic Eraser
1536052331710,Google,add_to_cart, ,Visitor-667506,Page-9,Gatorade,Perform Fruit Punch
1536052426270,Other,add_to_cart, ,Visitor-907689,Page-12,Dove,Clean Comfort Deodorant
1536052511230,Bing,add_to_cart, ,Visitor-221353,Page-3,Sharpie,Fine Permanent Marker
1536052582270,Bing,page_view, ,Visitor-123635,Page-14,Scrabble,Crossword Game
1536052659550,Bing,page_view, ,Visitor-164974,Page-0,Clover Stornetta,Vitamin D Milk
